"M=MODULE"	"module_enabled"	"module_name"	""	""	""	""	""	""	""	""
"Q"	"1"	"Berikut merupakan bahasa pemrograman yang termasuk Client Side Scripting, kecuali...&nbsp;"	""	"S"	"1"	"5"	"0"	"0"	"0"	"0"
"A"	"1"	"HTML"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"JAVA SCRIPT"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"CSS"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"PHP"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"Semua salah"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"untuk membuat jarak seperti pada gambar berikut dalam bahasa HTML adalah dengan menggunakan ...&nbsp;"	""	"S"	"1"	"6"	"0"	"0"	"0"	"0"
"A"	"1"	"margin"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"padding"	""	"#REF!"	"2"	""	""	""	""	""
"A"	"1"	"border-radius"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"font-size"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"text-align"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"untuk membuat teks menjadi miring kita harus menggunakan tag...&nbsp;"	""	"S"	"1"	"7"	"0"	"0"	"0"	"0"
"A"	"1"	"<br></br>"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"<b></b>"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"<i></i>"	""	"#REF!"	"3"	""	""	""	""	""
"A"	"1"	"<strong></strong>"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"<section></section>"	""	"#REF!"	"5"	""	""	""	""	""
"Q"	"1"	"untuk membuat tulisan hyperlink Kabupaten Sumedang seperti pada gambar tersebut, gunakan tag...&nbsp;"	""	"S"	"1"	"8"	"0"	"0"	"0"	"0"
"A"	"1"	"<a></a>"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"<br></br>"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"<b></b>"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"<i></i>"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"<button></button>"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Apabila kita menyimpan file project di folder C://xampp/htdocs/project_saya/latihan.php, maka URL yang tepat untuk memanggil file latihan.php tersebut di Google Chrome adalah...&nbsp;"	""	"S"	"1"	"9"	"0"	"0"	"0"	"0"
"A"	"1"	"localhost/htdocs/project_saya"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"localhost/htdocs/project_saya/latihan.php"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"localhost/project_saya/"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"localhost/project_saya/latihan.php"	""	"1"	"4"	""	""	""	""	""
"A"	"1"	"localhost/project_saya/latihan"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"HTML merupakan kepanjangan dari...&nbsp;"	""	"S"	"1"	"10"	"0"	"0"	"0"	"0"
"A"	"1"	"hyper text markup language"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"hyper text management language"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"hyper text marker language"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"hyper text managable language"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"hyper text Managing language"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Manakah pernyataan berikut yang tidak sesuai dengan gambar...&nbsp;"	""	"S"	"1"	"11"	"0"	"0"	"0"	"0"
"A"	"1"	"Terdapat 3 tag <tr>"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"Terdapat 16 tag <td>"	""	"#REF!"	"2"	""	""	""	""	""
"A"	"1"	"Atribut rowspan=&quot;2&quot; disimpan pada tag <td> ke 4 di <tr> ke 1"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Terdapat total 11 tag <td> pada semua tag <tr>"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Pernyataan C dan D tidak sesuai"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Output dari potongan kode berikut adalah…*&nbsp;"	""	"S"	"1"	"12"	"0"	"0"	"0"	"0"
"A"	"1"	"1 2 3 4 5 6 7 8 9 10"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"1 2 3 4 5 6 7 8 9"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"0 1 2 3 4 5 6 7 8 9 10"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"0 1 2 3 4 5 6 7 8 9"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Tidak tampil apa-apa"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Untuk membuat input seperti pada gambar berikut menggunakan input dengan type...&nbsp;"	""	"S"	"1"	"13"	"0"	"0"	"0"	"0"
"A"	"1"	"checkbox"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"checklist"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"select"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"radio"	""	"#REF!"	"4"	""	""	""	""	""
"A"	"1"	"option"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Yang termasuk dalam web server adalah&nbsp;"	""	"S"	"1"	"14"	"0"	"0"	"0"	"0"
"A"	"1"	"Apache"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Mysql"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"Filezilla"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"Mercury"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Tomcat"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Berapakah output dari variabel $hasil tersebut?&nbsp;"	""	"S"	"1"	"15"	"0"	"0"	"0"	"0"
"A"	"1"	"10"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"11"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"12"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"13"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"14"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Dari potongan kode berikut kita dapat mengetahui bahwa mobil yang akan dibeli adalah mobil dengan merk?&nbsp;"	""	"S"	"1"	"16"	"0"	"0"	"0"	"0"
"A"	"1"	"BMW"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Suzuki"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Toyota"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"Mercedes"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Error"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"untuk membuat input seperti berikut, menggunakan inpu type...&nbsp;"	""	"S"	"1"	"17"	"0"	"0"	"0"	"0"
"A"	"1"	"number"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"text"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"textarea"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"radio"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"checkbox"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Dibawah ini merupakan struktur perulangan di php, kecuali ...&nbsp;"	""	"S"	"1"	"18"	"0"	"0"	"0"	"0"
"A"	"1"	"foreach"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"while"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"switch"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"do... while"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"for"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"method yang isi form terlihat pada alamat link merupakan jenis method....&nbsp;"	""	"S"	"1"	"19"	"0"	"0"	"0"	"0"
"A"	"1"	"form"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"post"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"get"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"pose"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"guest"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Untuk memasukkan media dengan jenis file mp3 dapat menggunakan tag ...&nbsp;"	""	"S"	"1"	"20"	"0"	"0"	"0"	"0"
"A"	"1"	"<mp3>"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"<mp4>"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"<media>"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"<audio>"	""	"#REF!"	"4"	""	""	""	""	""
"A"	"1"	"<src>"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"File mp4 termasuk pada media berjenis...&nbsp;"	""	"S"	"1"	"21"	"0"	"0"	"0"	"0"
"A"	"1"	"teks"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"video"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"audio"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"gambar"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"flash"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Untuk memasukkan media '.jpeg' dapat menggunakan tag...&nbsp;"	""	"S"	"1"	"22"	"0"	"0"	"0"	"0"
"A"	"1"	"<media>"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"<picture>"	""	"#REF!"	"2"	""	""	""	""	""
"A"	"1"	"<img>"	""	"#REF!"	"3"	""	""	""	""	""
"A"	"1"	"<jpg>"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"<src>"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Untuk membuat paragraf dapat menggunakan tag...&nbsp;"	""	"S"	"1"	"23"	"0"	"0"	"0"	"0"
"A"	"1"	"<p>"	""	"#REF!"	"1"	""	""	""	""	""
"A"	"1"	"<h2>"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"<li>"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"<ol>"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"<ul>"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"Create dalam crud berarti melakukan query&nbsp;"	""	"S"	"1"	"24"	"0"	"0"	"0"	"0"
"A"	"1"	"insert"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"select"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"update"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"delete"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"view"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Untuk membuat judul html dengan tulisan yang paling besar menggunakan tag..&nbsp;"	""	"S"	"1"	"25"	"0"	"0"	"0"	"0"
"A"	"1"	"<h6>"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"<bold>"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"<strong>"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"<h1>"	""	"#REF!"	"4"	""	""	""	""	""
"A"	"1"	"<heading>"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Setiap variabel di PHP diawali dengan simbol…&nbsp;"	""	"S"	"1"	"26"	"0"	"0"	"0"	"0"
"A"	"1"	"*"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"$"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"%"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"#"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"@"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Mengapa kita perlu menggunakan CSS dalam halaman web…&nbsp;"	""	"S"	"1"	"27"	"0"	"0"	"0"	"0"
"A"	"1"	"Untuk mempercantik tampilan web sehingga terlihat lebih menarik"	""	"#REF!"	"1"	""	""	""	""	""
"A"	"1"	"Untuk menangani inputan dari pengguna"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Untuk berpindah dari satu halaman ke halaman lain"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"Untuk menampilkan video ataupun gambar di web"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Untuk membuka halaman web"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Method form yang cocok digunakan untuk form login adalah method...&nbsp;"	""	"S"	"1"	"28"	"0"	"0"	"0"	"0"
"A"	"1"	"get"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"put"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"post"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"path"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"read"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Dalam CSS selector berupa ID dilambangkan dengan simbol...&nbsp;"	""	"S"	"1"	"29"	"0"	"0"	"0"	"0"
"A"	"1"	"#"	""	"#REF!"	"1"	""	""	""	""	""
"A"	"1"	"*"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"."	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"//"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"@"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Output dari potongan kode berikut adalah…&nbsp;"	""	"S"	"1"	"30"	"0"	"0"	"0"	"0"
"A"	"1"	"A"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"B"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"C"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"D"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"-"	""	"1"	"5"	""	""	""	""	""
"Q"	"1"	"background-color : #ffffff, dari kode tersebut warna background akan berwarna...&nbsp;"	""	"S"	"1"	"31"	"0"	"0"	"0"	"0"
"A"	"1"	"hitam"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"merah"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"putih"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"biru"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"hijau"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"Atribut yang digunakan untuk menentukan jumlah kolom yang akan ditarik oleh sel, seperti gambar dibawah adalah ...&nbsp;"	""	"S"	"1"	"32"	"0"	"0"	"0"	"0"
"A"	"1"	"hotspan"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"rowspan"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"colspan"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"powspan"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"howspan"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"untuk menggunakan database mysql secara default pada xampp, kita bisa mengetikkan ... pada terminal shell&nbsp;"	""	"S"	"1"	"33"	"0"	"0"	"0"	"0"
"A"	"1"	"mysql -a root"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"mysql -i root"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"mysql -u root"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"mysql -o root"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"mysql -e root"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"untuk membuat formulir pada html menggunakan tag...&nbsp;"	""	"S"	"1"	"34"	"0"	"0"	"0"	"0"
"A"	"1"	"From"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Form"	""	"1"	"2"	""	""	""	""	""
"A"	"1"	"GForm"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"TerraForm"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"Typeform"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"query untuk menampilkan output seperti pada gambar tersebut adalah...&nbsp;"	""	"S"	"1"	"35"	"0"	"0"	"0"	"0"
"A"	"1"	"select * from produk;"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"select * nama from produk;"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"select nama from produk;"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"select harga from produk;"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"select produk from nama;"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"class 'py-' pada tailwind css artinya adalah...&nbsp;"	""	"S"	"1"	"36"	"0"	"0"	"0"	"0"
"A"	"1"	"padding atas"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"padding bawah"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"padding atas bawah"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"padding kanan"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"padding kiri"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"untuk pembuatan class diawali dengan ,,,,&nbsp;"	""	"S"	"1"	"37"	"0"	"0"	"0"	"0"
"A"	"1"	"."	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"!"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"@"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"#"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"$"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"File extensi (ogg) termasuk dalam jenis...&nbsp;"	""	"S"	"1"	"38"	"0"	"0"	"0"	"0"
"A"	"1"	"Video"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"Gambar"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"Audio"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"Animasi"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"php"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"tag yang digunakan sebagai wadah umum pada konten website adalah...&nbsp;"	""	"S"	"1"	"39"	"0"	"0"	"0"	"0"
"A"	"1"	"<br></br>"	""	"0"	"1"	""	""	""	""	""
"A"	"1"	"<area></area>"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"<div></div>"	""	"1"	"3"	""	""	""	""	""
"A"	"1"	"<li></li>"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"<table></table>"	""	"0"	"5"	""	""	""	""	""
"Q"	"1"	"manakah pernyataan berikut yang benar...&nbsp;"	""	"S"	"1"	"40"	"0"	"0"	"0"	"0"
"A"	"1"	"class dapat digunakan berkali kali pada tag elemen di html"	""	"1"	"1"	""	""	""	""	""
"A"	"1"	"id dapat digunakan berkali kali pada tag elemen di html"	""	"0"	"2"	""	""	""	""	""
"A"	"1"	"class hanya dapat digunakan sekali pada tag elemen di html"	""	"0"	"3"	""	""	""	""	""
"A"	"1"	"tag <p> digunakan untuk membuat hyperlink"	""	"0"	"4"	""	""	""	""	""
"A"	"1"	"tag <br> digunakan untuk membuat spasi"	""	"0"	"5"	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	""	""	""	""	""	""
